the_geom,lsad,name,county,tract,cnty_tract,state,geo_id,GISJOIN,censusarea
0106000020E610000001000000010300000001000000130000005ECE6C57E87F52C0CC72D9E89C494440D26531B1F97F52C093DC6113994944402FBB270F0B8052C029C24D4695494440D02346CF2D8052C0270989B48D4944402C76FBAC328052C0010B60CAC049444013E63DCE348052C0673EE76ED74944402BB7B41A128052C0DA6AD619DF494440D5389B8E008052C0C663062AE3494440CC3D247CEF7F52C01622A7AFE7494440E64CDA54DD7F52C0F17B9BFEEC494440FE03AC55BB7F52C01DFCC401F44944408A6CE7FBA97F52C068FD2D01F849444013B18861877F52C04C9D47C5FF4944404C10751F807F52C037639813B4494440ED7893DFA27F52C0C336A968AC494440EAC5504EB47F52C0A9B9DC60A8494440769FE3A3C57F52C03F9FC893A4494440E936A8FDD67F52C0050951BEA04944405ECE6C57E87F52C0CC72D9E89C494440,Tract,328,47,32800,4732800,36,1400000US,36047032800,0.09
0106000020E6100000010000000103000000010000000E000000F9E59315C37C52C0B2B0A71DFE544440764B72C0AE7C52C05DEE93A300554440FE243E77827C52C09193895B0555444020904B1C797C52C03D6D54A7035544407A849A21557C52C064DF15C1FF5444401A2E724F577C52C037A0A52BD8544440086B63EC847C52C00AEC3191D2544440E95A7B9FAA7C52C0A7C29FE1CD5444406BAD2F12DA7C52C0F82F1004C85444407D8CB96B097D52C077211D1EC25444407C586FD40A7D52C09AFD8172DB5444409F14ADDC0B7D52C03FB8020AF554444029560DC2DC7C52C04E53CBD6FA544440F9E59315C37C52C0B2B0A71DFE544440,Tract,329,47,32900,4732900,36,1400000US,36047032900,0.06
0106000020E61000000100000001030000000100000013000000A8A3E36A647F52C0A2B08BA2074A444004F9D9C8757F52C0B5B75B92034A444013B18861877F52C04C9D47C5FF4944408A6CE7FBA97F52C068FD2D01F8494440FE03AC55BB7F52C01DFCC401F4494440E64CDA54DD7F52C0F17B9BFEEC494440CC3D247CEF7F52C01622A7AFE7494440D5389B8E008052C0C663062AE34944402BB7B41A128052C0DA6AD619DF49444013E63DCE348052C0673EE76ED7494440B2412619398052C07E423D7D044A444040800C1D3B8052C0914F8F6D194A4440816F9A3E3B8052C020A81ABD1A4A4440900A630B418052C006759142594A44409BB81CAF408052C0CE807A336A4A444023ECDB49448052C0C7207711A64A44405F75E448677F52C0DEDBF4673F4A4440B2CF6394677F52C0F7FD9B17274A4440A8A3E36A647F52C0A2B08BA2074A4440,Tract,330,47,33000,4733000,36,1400000US,36047033000,0.131
0106000020E6100000010000000103000000010000000F000000764B72C0AE7C52C05DEE93A3005544403FD653ABAF7C52C0A02E52280B554440DB2A8881AE7C52C05BDDB1D8265544409F504F1F817C52C017CDCAF62155444033F279C5537C52C06049B9FB1C554440C793A46B267C52C0DB4944F817554440A3FB3905F97B52C0C4BDF90D13554440D24B8C65FA7B52C099CFB9DBF5544440F5ED2422FC7B52C0017CB779E3544440A812656F297C52C0D5C743DFDD5444401A2E724F577C52C037A0A52BD85444407A849A21557C52C064DF15C1FF54444020904B1C797C52C03D6D54A703554440FE243E77827C52C09193895B05554440764B72C0AE7C52C05DEE93A300554440,Tract,331,47,33100,4733100,36,1400000US,36047033100,0.055
0106000020E6100000010000000103000000010000000D000000654815C5AB7C52C08635954561554440296EDC627E7C52C0A02DE7525C554440ED93A300517C52C01A2E724F575544408135CEA6237C52C0D51D8B6D525544402D19C748F67B52C01F9A79724D5544400338BD8BF77B52C0C2279D4830554440A3FB3905F97B52C0C4BDF90D13554440C793A46B267C52C0DB4944F81755444033F279C5537C52C06049B9FB1C5544409F504F1F817C52C017CDCAF621554440DB2A8881AE7C52C05BDDB1D826554440ACDA3521AD7C52C089CBF10A44554440654815C5AB7C52C08635954561554440,Tract,333,47,33300,4733300,36,1400000US,36047033300,0.072
0106000020E6100000010000000103000000010000000D000000CF44D8F0F47B52C04B88B9A46A5544402D19C748F67B52C01F9A79724D5544408135CEA6237C52C0D51D8B6D52554440ED93A300517C52C01A2E724F57554440296EDC627E7C52C0A02DE7525C554440654815C5AB7C52C086359545615544404E3A9160AA7C52C0B223D5777E554440D823D40CA97C52C0440BD0B69A554440CBCD37A27B7C52C0B84E232D95554440B9A0BE654E7C52C062D34A21905544407CC68503217C52C017062CB98A554440E0E313B2F37B52C05BC5E23785554440CF44D8F0F47B52C04B88B9A46A554440,Tract,335,47,33500,4733500,36,1400000US,36047033500,0.07
0106000020E6100000010000000103000000010000001D00000001DF1610BF8052C0C19C00152B4A4440EB82C135778052C00EB6D8EDB34A4440BB566899748052C05097E36BBA4A444023ECDB49448052C0C7207711A64A44409BB81CAF408052C0CE807A336A4A4440900A630B418052C006759142594A4440816F9A3E3B8052C020A81ABD1A4A444040800C1D3B8052C0914F8F6D194A4440B2412619398052C07E423D7D044A444013E63DCE348052C0673EE76ED74944402C76FBAC328052C0010B60CAC0494440D02346CF2D8052C0270989B48D494440E32A16BF298052C0F67475C762494440D327B9C3268052C0BE745AB741494440B676A224248052C057A5F44C2F4944407C128D9E218052C09B9DCC2B0A494440AC307DAF218052C035ACA92C0A494440B3AB90F2938052C07BD2890453494440ECF33FF0AC8052C03D39A81D6F494440F1EA14B1C28052C09ADADE92874944404735ECF7C48052C070512D228A494440A913F952C58052C00F6BE7CA8C4944400E03E2E5C98052C0A91314FDAE494440A38D223CCE8052C04278C069CF4944409739131DD38052C052724FE3F3494440A4BE2CEDD48052C0CD471971014A4440C19E1C67D18052C0FB631E27084A4440D83D84CDC48052C06B546926204A444001DF1610BF8052C0C19C00152B4A4440,Tract,336,47,33600,4733600,36,1400000US,36047033600,0.262
0106000020E6100000010000000103000000010000000E000000A15C1ABFF07B52C053FD4AE7C355444070A43330F27B52C0445C001AA5554440E0E313B2F37B52C05BC5E237855544407CC68503217C52C017062CB98A554440B9A0BE654E7C52C062D34A2190554440CBCD37A27B7C52C0B84E232D95554440D823D40CA97C52C0440BD0B69A554440F099EC9FA77C52C0DB7BB8E4B8554440C2499A3FA67C52C0D9E55B1FD65544403994A12AA67C52C05F4D6551D8554440FDB968C8787C52C028EB3713D355444061D7F6764B7C52C04E9143C4CD5544400DBBEF181E7C52C03805F9D9C8554440A15C1ABFF07B52C053FD4AE7C3554440,Tract,337,47,33700,4733700,36,1400000US,36047033700,0.076
0106000020E6100000010000000103000000010000000E000000FBC1C073EF7B52C00EACAA97DF554440A15C1ABFF07B52C053FD4AE7C35544400DBBEF181E7C52C03805F9D9C855444061D7F6764B7C52C04E9143C4CD554440FDB968C8787C52C028EB3713D35544403994A12AA67C52C05F4D6551D85544407BB779E3A47C52C004D49B51F35544404C672783A37C52C0023E3F8C10564440108DEE20767C52C04BBA2D910B5644405C68AED3487C52C0372EE3A60656444089E255D6367C52C0C131CB9E04564440F009D9791B7C52C080AAD1AB01564440CC716E13EE7B52C0CB26C0B0FC554440FBC1C073EF7B52C00EACAA97DF554440,Tract,339,47,33900,4733900,36,1400000US,36047033900,0.07
0106000020E61000000100000001030000000100000010000000C69E3D97A97F52C044813E9127494440E2A9471ADC7F52C0D2D9C9E028494440CE471971018052C07A478D0931494440D327B9C3268052C0BE745AB741494440E32A16BF298052C0F67475C762494440C3211B48178052C0D5A205685B49444025F73B14058052C04AE658DE55494440D0AC6C1FF27F52C0CF6053E751494440EBA17DACE07F52C0F95B02F04F494440122BA391CF7F52C028E09EE74F494440D9C534D3BD7F52C076499C155149444035AAD381AC7F52C075E107E75349444083D6C397897F52C0F810548D5E4944405CC2A1B7787F52C0CA457C27664944407DAB75E2727F52C0F44718062C494440C69E3D97A97F52C044813E9127494440,Tract,340,47,34000,4734000,36,1400000US,36047034000,0.05
0106000020E6100000010000000103000000010000000A000000455A2A6F477C52C093A0BFD0235644405C68AED3487C52C0372EE3A606564440108DEE20767C52C04BBA2D910B5644404C672783A37C52C0023E3F8C105644401D17D522A27C52C0FFA7E2C62D564440D684B4C6A07C52C05B1ABFF04A5644408FF2936A9F7C52C08808FF22685644402494BE10727C52C0B36B425A63564440B835E9B6447C52C04C8578245E564440455A2A6F477C52C093A0BFD023564440,Tract,341,47,34100,4734100,36,1400000US,36047034100,0.054
0106000020E61000000100000001030000000100000014000000EBA17DACE07F52C0F95B02F04F494440D0AC6C1FF27F52C0CF6053E75149444025F73B14058052C04AE658DE55494440C3211B48178052C0D5A205685B494440E32A16BF298052C0F67475C762494440D02346CF2D8052C0270989B48D4944402FBB270F0B8052C029C24D4695494440D26531B1F97F52C093DC6113994944405ECE6C57E87F52C0CC72D9E89C494440E936A8FDD67F52C0050951BEA0494440769FE3A3C57F52C03F9FC893A4494440EAC5504EB47F52C0A9B9DC60A8494440ED7893DFA27F52C0C336A968AC4944404C10751F807F52C037639813B44944405CC2A1B7787F52C0CA457C276649444083D6C397897F52C0F810548D5E49444035AAD381AC7F52C075E107E753494440D9C534D3BD7F52C076499C1551494440122BA391CF7F52C028E09EE74F494440EBA17DACE07F52C0F95B02F04F494440,Tract,342,47,34200,4734200,36,1400000US,36047034200,0.089
0106000020E6100000010000000103000000010000000B000000F009D9791B7C52C080AAD1AB0156444089E255D6367C52C0C131CB9E045644405C68AED3487C52C0372EE3A606564440455A2A6F477C52C093A0BFD023564440B835E9B6447C52C04C8578245E5644402FD80DDB167C52C0067591425956444035C98FF8157C52C0A4D6FB8D765644405220B3B3E87B52C00C6C956071564440A9B5300BED7B52C0B4F1272A1B564440CC716E13EE7B52C0CB26C0B0FC554440F009D9791B7C52C080AAD1AB01564440,Tract,343,47,34300,4734300,36,1400000US,36047034300,0.063
0106000020E6100000010000000103000000010000000B0000001BE90C8CBC7B52C04CD026874F564440B08A37328F7B52C026D9EA724A5644400E5F268A907B52C0C9660E492D564440DEA63FFB917B52C02C05A4FD0F56444024396057937B52C0A00E2BDCF2554440A7D903ADC07B52C056923CD7F7554440CC716E13EE7B52C0CB26C0B0FC554440A9B5300BED7B52C0B4F1272A1B5644405220B3B3E87B52C00C6C95607156444004DB8827BB7B52C0094B3CA06C5644401BE90C8CBC7B52C04CD026874F564440,Tract,345,47,34500,4734500,36,1400000US,36047034500,0.063
0106000020E6100000010000000103000000010000000C000000B08A37328F7B52C026D9EA724A564440EBFA05BB617B52C040D13C80455644409107228B347B52C08A4D2B8540564440D8B3E732357B52C05B143DF03156444037A27BD6357B52C02EDB4E5B2356444065F2CD36377B52C03171AB2006564440AC84EE92387B52C0648BA4DDE8554440E85E27F5657B52C01A0FB6D8ED55444024396057937B52C0A00E2BDCF2554440DEA63FFB917B52C02C05A4FD0F5644400E5F268A907B52C0C9660E492D564440B08A37328F7B52C026D9EA724A564440,Tract,347,47,34700,4734700,36,1400000US,36047034700,0.054
0106000020E6100000010000000103000000010000001B0000002D35423F537F52C04CBA2D910B4A4440A8A3E36A647F52C0A2B08BA2074A4440B2CF6394677F52C0F7FD9B17274A44405F75E448677F52C0DEDBF4673F4A444002CC7C073F7F52C0BDBED6A5464A4440932EFD4B527F52C0DCC4909C4C4A4440E53A8DB4547F52C047BBD1C77C4A4440E8995E622C7F52C061CF9ECBD44A444019355F251F7F52C041959A3DD04A4440893A730F097F52C0AAAFAE0AD44A44400BE9F010C67E52C043A67C08AA4A444010397D3D5F7E52C09FC1A6CEA34A44400862A06B5F7E52C043BDE0D39C4A44401CE736E15E7E52C07CE5417A8A4A44408BD82780627E52C06222A5D93C4A44409C7DE5417A7E52C00CA7CCCD374A4440B81AD995967E52C0A4F44C2F314A4440C63D5DDDB17E52C083EE92382B4A4440C473B680D07E52C03A55BE67244A4440AEEAAC16D87E52C0ECEBC039234A444043317903CC7E52C070DC291DAC49444027EE7893DF7E52C01FB6F468AA4944400BF96706F17E52C01A615111A74944400659164CFC7E52C048D3A0681E4A44404B6C3EAE0D7F52C0DFB88C9B1A4A444019355F251F7F52C017963FDF164A44402D35423F537F52C04CBA2D910B4A4440,Tract,348,47,34800,4734800,36,1400000US,36047034800,0.222
0106000020E61000000100000001030000000100000011000000CE4C309C6B7B52C0383AAE46765544402B211FF46C7B52C03B6876DD5B55444061484E266E7B52C0FD0E45813E5544407856D28A6F7B52C08283BD892155444085AC6EF59C7B52C0F71741632655444067C70DBF9B7B52C0F481E49D43554440C70391459A7B52C080785DBF60554440F2E49A02997B52C0C039234A7B554440C86B2574977B52C0A8D0402C9B554440C99F6F0B967B52C0B7718BF9B95544405389B2B7947B52C07420EBA9D555444024396057937B52C0A00E2BDCF2554440E85E27F5657B52C01A0FB6D8ED5544402FF14751677B52C0ED2076A6D0554440BC49D3A0687B52C0A1E5400FB5554440754F1E166A7B52C0C4C8923996554440CE4C309C6B7B52C0383AAE4676554440,Tract,349,47,34900,4734900,36,1400000US,36047034900,0.063
0106000020E6100000010000000103000000010000000D000000C63D5DDDB17E52C083EE92382B4A4440B81AD995967E52C0A4F44C2F314A44409C7DE5417A7E52C00CA7CCCD374A44408842CBBA7F7E52C0F26F97FDBA494440BD69FAEC807E52C0932D9276A34944408C976E12837E52C03AE2900DA4494440C2633F8BA57E52C02B64AE0CAA494440B4B8C667B27E52C0A7514832AB49444018FF3EE3C27E52C040588D25AC49444043317903CC7E52C070DC291DAC494440AEEAAC16D87E52C0ECEBC039234A4440C473B680D07E52C03A55BE67244A4440C63D5DDDB17E52C083EE92382B4A4440,Tract,350,47,35000,4735000,36,1400000US,36047035000,0.076
0106000020E61000000100000001030000000100000011000000D9FCBFEAC87B52C0090E2F88485544404BA4349BC77B52C00678D2C2655544405E43705CC67B52C0A441D13C805544401D882CD2C47B52C05F545227A05544407DC4AF58C37B52C03E7100FDBE554440A6A5B915C27B52C05928999CDA554440A7D903ADC07B52C056923CD7F755444024396057937B52C0A00E2BDCF25544405389B2B7947B52C07420EBA9D5554440C99F6F0B967B52C0B7718BF9B9554440C86B2574977B52C0A8D0402C9B554440F2E49A02997B52C0C039234A7B554440C70391459A7B52C080785DBF6055444067C70DBF9B7B52C0F481E49D4355444085AC6EF59C7B52C0F717416326554440D9C87553CA7B52C029BD361B2B554440D9FCBFEAC87B52C0090E2F8848554440,Tract,351,47,35100,4735100,36,1400000US,36047035100,0.063
0106000020E61000000100000001030000000100000034000000C7A85698967E52C0373FC446214944407D8E8F16677F52C02FF727DA02494440BDECB677687F52C01F4F9FA6024944404D417E36727F52C004A3923A014944403BD28430887F52C08BC96359024944402B7170888A7F52C02856F97702494440FB410790AC7F52C0801D183404494440D2C9DDC5AE7F52C025DBF0500449444002DEA210CE7F52C0954155E905494440E478CAFCD07F52C09C68790F06494440523E0B3BF37F52C0D39A61CE07494440023A6448F47F52C0DBDA1CDC074944407C128D9E218052C09B9DCC2B0A494440B676A224248052C057A5F44C2F494440D327B9C3268052C0BE745AB741494440CE471971018052C07A478D0931494440E2A9471ADC7F52C0D2D9C9E028494440C69E3D97A97F52C044813E91274944407DAB75E2727F52C0F44718062C4944405CC2A1B7787F52C0CA457C2766494440D6A546E8677F52C0ADB14B546F494440C6D3F203577F52C0F6E28BF678494440A2586E69357F52C0283DD34B8C494440337EE195247F52C082D90418964944408EFAEB15167F52C0D22F116F9D49444084B4C6A0137F52C0AE25E4839E49444098D2FA5B027F52C003A1BC8FA34944400BF96706F17E52C01A615111A749444027EE7893DF7E52C01FB6F468AA49444043317903CC7E52C070DC291DAC49444018FF3EE3C27E52C040588D25AC494440B4B8C667B27E52C0A7514832AB494440C2633F8BA57E52C02B64AE0CAA4944408C976E12837E52C03AE2900DA4494440BD69FAEC807E52C0932D9276A34944408A506C054D7E52C001637D0393494440E7853B17467E52C02C6EA301BC49444000A5A146217E52C0EFB6D26BB34944401FEF552B137E52C0179128B4AC4944402E6AF7AB007E52C053A69883A0494440156C239EEC7D52C08D87BEBB95494440BC512B4CDF7D52C0ACD4B32094494440D9C534D3BD7D52C02A2AE27492494440243CA1D79F7D52C0C260FE0A994944400416C094817D52C0735B22179C494440C354FA09677D52C0300400C79E494440893C49BA667D52C06031EA5A7B494440300AD17C667D52C0A56D37A74D494440D4EE0B3A6C7E52C0FDCF8175274944404B729C0B6E7E52C015DD913127494440C8FCC5638E7E52C054684A7922494440C7A85698967E52C0373FC44621494440,Tract,352,47,35200,4735200,36,1400000US,36047035200,0.36
0106000020E61000000100000001030000000100000011000000D9FCBFEAC87B52C0090E2F8848554440D9C87553CA7B52C029BD361B2B5544400338BD8BF77B52C0C2279D48305544402D19C748F67B52C01F9A79724D554440CF44D8F0F47B52C04B88B9A46A554440E0E313B2F37B52C05BC5E2378555444070A43330F27B52C0445C001AA5554440A15C1ABFF07B52C053FD4AE7C3554440FBC1C073EF7B52C00EACAA97DF554440CC716E13EE7B52C0CB26C0B0FC554440A7D903ADC07B52C056923CD7F7554440A6A5B915C27B52C05928999CDA5544407DC4AF58C37B52C03E7100FDBE5544401D882CD2C47B52C05F545227A05544405E43705CC67B52C0A441D13C805544404BA4349BC77B52C00678D2C265554440D9FCBFEAC87B52C0090E2F8848554440,Tract,353,47,35300,4735300,36,1400000US,36047035300,0.063
0106000020E6100000010000000103000000010000001B0000001E2C6343377E52C0CE81E508194A4440A1410A9E427E52C046382D78D1494440640FB402437E52C0CA7EDDE9CE49444048F60835437E52C01E0DA7CCCD494440E7853B17467E52C02C6EA301BC4944408A506C054D7E52C001637D0393494440BD69FAEC807E52C0932D9276A34944408842CBBA7F7E52C0F26F97FDBA4944409C7DE5417A7E52C00CA7CCCD374A44408BD82780627E52C06222A5D93C4A44401CE736E15E7E52C07CE5417A8A4A44400862A06B5F7E52C043BDE0D39C4A444010397D3D5F7E52C09FC1A6CEA34A444099CE4E06477E52C0ACC090D5AD4A44404BC3F011317E52C04E711C78B54A4440F2DC4257227E52C016601F9DBA4A444032DC80CF0F7E52C0B487BD50C04A4440DE30D120057E52C0976E1283C04A4440016553AEF07D52C0451E882CD24A4440C376F700DD7D52C09287855AD34A4440ECEF6C8FDE7D52C0EC815660C84A4440FE40B96DDF7D52C0DD4E22C2BF4A4440B52C5F97E17D52C0EF17B325AB4A4440F3177AC4E87D52C0194E999B6F4A44402682380F277E52C045533D997F4A444003C93B87327E52C05487DC0C374A44401E2C6343377E52C0CE81E508194A4440,Tract,354,47,35400,4735400,36,1400000US,36047035400,0.146
0106000020E6100000010000000103000000010000000E0000007873B8567B7B52C097840B7904554440A4D93C0E837B52C07C6FD39FFD5444402B78D157907B52C05A7C0A80F1544440606EF7729F7B52C012048F6FEF5444403BD862B7CF7B52C05EB4C70BE9544440F5ED2422FC7B52C0017CB779E3544440D24B8C65FA7B52C099CFB9DBF5544440A3FB3905F97B52C0C4BDF90D135544400338BD8BF77B52C0C2279D4830554440D9C87553CA7B52C029BD361B2B55444085AC6EF59C7B52C0F7174163265544407856D28A6F7B52C08283BD89215544406839D0436D7B52C0CCE2C5C2105544407873B8567B7B52C097840B7904554440,Tract,355,47,35500,4735500,36,1400000US,36047035500,0.053
0106000020E6100000010000000103000000010000000600000003C93B87327E52C05487DC0C374A44402682380F277E52C045533D997F4A4440F3177AC4E87D52C0194E999B6F4A4440D362F030ED7D52C0AAEB504D494A444043DC9C4A067E52C04139D1AE424A444003C93B87327E52C05487DC0C374A4440,Tract,356.01,47,35601,4735601,36,1400000US,36047035601,0.025
0106000020E6100000010000000103000000010000000F000000EF164850FC7D52C0042CB98AC54944400182397AFC7D52C053FD4AE7C34944402E6AF7AB007E52C053A69883A04944401FEF552B137E52C0179128B4AC49444000A5A146217E52C0EFB6D26BB3494440E7853B17467E52C02C6EA301BC49444048F60835437E52C01E0DA7CCCD494440640FB402437E52C0CA7EDDE9CE494440A1410A9E427E52C046382D78D14944401E2C6343377E52C0CE81E508194A444003C93B87327E52C05487DC0C374A444043DC9C4A067E52C04139D1AE424A4440D362F030ED7D52C0AAEB504D494A4440E686A6ECF47D52C002ED0E29064A4440EF164850FC7D52C0042CB98AC5494440,Tract,356.02,47,35602,4735602,36,1400000US,36047035602,0.067
0106000020E6100000010000000103000000010000001500000061484E266E7B52C0FD0E45813E5544402B211FF46C7B52C03B6876DD5B554440CE4C309C6B7B52C0383AAE4676554440754F1E166A7B52C0C4C8923996554440BC49D3A0687B52C0A1E5400FB55544402FF14751677B52C0ED2076A6D0554440E85E27F5657B52C01A0FB6D8ED554440AC84EE92387B52C0648BA4DDE8554440C39272F7397B52C00719C8B3CB554440806F9A3E3B7B52C01CE6CB0BB05544408CCF64FF3C7B52C0DDC0E446915544400A0BEE073C7B52C06C4DBA2D91554440520262122E7B52C0319067976F5544408C614ED0267B52C095CADB114E5544407774232C2A7B52C0372A37514B554440C7EA56CF497B52C0ABFF73982F554440D40627A25F7B52C09D7B0F971C554440CFCE6916687B52C07DA99F37155544406839D0436D7B52C0CCE2C5C2105544407856D28A6F7B52C08283BD892155444061484E266E7B52C0FD0E45813E554440,Tract,357,47,35700,4735700,36,1400000US,36047035700,0.07
0106000020E610000001000000010300000001000000150000008CCF64FF3C7B52C0DDC0E44691554440806F9A3E3B7B52C01CE6CB0BB0554440C39272F7397B52C00719C8B3CB554440AC84EE92387B52C0648BA4DDE855444065F2CD36377B52C03171AB200656444037A27BD6357B52C02EDB4E5B23564440D8B3E732357B52C05B143DF0315644409107228B347B52C08A4D2B854056444014A6EF35047B52C052EBFD463B5644405B381092057B52C055815A0C1E564440734694F6067B52C05817B7D100564440A196E656087B52C02A29779FE3554440E82807B3097B52C02EBFD364C6554440BE47FDF50A7B52C0B2FF01D6AA55444054F99E91087B52C0AE7092E68F554440B6088CF50D7B52C05CBF60376C5544404B5299620E7B52C00D9D9E77635544408C614ED0267B52C095CADB114E554440520262122E7B52C0319067976F5544400A0BEE073C7B52C06C4DBA2D915544408CCF64FF3C7B52C0DDC0E44691554440,Tract,359,47,35900,4735900,36,1400000US,36047035900,0.071
0106000020E6100000010000000103000000010000000F0000008AE07F2BD97D52C0EFBC546CCC494440A09DD32CD07D52C0E8633E20D04944401CA2D11DC47D52C091399677D54944405548F949B57D52C0059ACFB9DB4944401B7BF65CA67D52C0E96D3315E249444053724EECA17D52C057E4D70FB1494440243CA1D79F7D52C0C260FE0A99494440D9C534D3BD7D52C02A2AE27492494440BC512B4CDF7D52C0ACD4B32094494440156C239EEC7D52C08D87BEBB954944402E6AF7AB007E52C053A69883A04944400182397AFC7D52C053FD4AE7C3494440CF27F224E97D52C0B68E71C5C5494440D6666325E67D52C0A4EF3504C74944408AE07F2BD97D52C0EFBC546CCC494440,Tract,360.01,47,36001,4736001,36,1400000US,36047036001,0.037
0106000020E6100000010000000103000000010000000C0000001795D409687D52C0EE4E3E3DB64944400B01C0B1677D52C095B20C71AC494440C354FA09677D52C0300400C79E4944400416C094817D52C0735B22179C494440243CA1D79F7D52C0C260FE0A9949444053724EECA17D52C057E4D70FB14944401B7BF65CA67D52C0E96D3315E249444040B62C5F977D52C0E1AC889AE84944402302D53F887D52C0D8EBDD1FEF49444073D0251C7A7D52C03AE12538F549444063CA87A06A7D52C08F28B4ACFB4944401795D409687D52C0EE4E3E3DB6494440,Tract,360.02,47,36002,4736002,36,1400000US,36047036002,0.033
0106000020E6100000010000000103000000010000001400000093BF7B478D7A52C0C1F17C06D45544405B02F04FA97A52C099249694BB55444015C1FF56B27A52C00122C495B3554440CA2A6C06B87A52C0ED9579ABAE5544400ACF4BC5C67A52C0B27A87DBA1554440099E42AED47A52C0BD0B5BB395554440DEA5D425E37A52C032B742588D55444090088D60E37A52C0526CCCEB885544408EBDDEFDF17A52C0B848A12C7C55444046C66AF3FF7A52C0C5D97404705544404B5299620E7B52C00D9D9E7763554440B6088CF50D7B52C05CBF60376C55444054F99E91087B52C0AE7092E68F554440BE47FDF50A7B52C0B2FF01D6AA554440E82807B3097B52C02EBFD364C6554440A196E656087B52C02A29779FE3554440A543A7E7DD7A52C069F7AB00DF55444099ED0A7DB07A52C0546B6116DA5544407815191D907A52C0CD37A27BD655444093BF7B478D7A52C0C1F17C06D4554440,Tract,361,47,36100,4736100,36,1400000US,36047036100,0.053
0106000020E610000001000000010300000001000000170000001CA2D11DC47D52C091399677D5494440A09DD32CD07D52C0E8633E20D04944408AE07F2BD97D52C0EFBC546CCC494440D6666325E67D52C0A4EF3504C7494440CF27F224E97D52C0B68E71C5C54944400182397AFC7D52C053FD4AE7C3494440EF164850FC7D52C0042CB98AC5494440E686A6ECF47D52C002ED0E29064A44401C8EAED2DD7D52C02057EA59104A44401DBFB7E9CF7D52C0E1546B61164A44405565DF15C17D52C0E3417A8A1C4A444043459C4EB27D52C058A2B3CC224A444034255987A37D52C0FB868906294A444000F566D47C7D52C02F49658A394A4440C06A2C616D7D52C02488BA0F404A4440980B5C1E6B7D52C0248FA7E5074A444063CA87A06A7D52C08F28B4ACFB49444073D0251C7A7D52C03AE12538F54944402302D53F887D52C0D8EBDD1FEF49444040B62C5F977D52C0E1AC889AE84944401B7BF65CA67D52C0E96D3315E24944405548F949B57D52C0059ACFB9DB4944401CA2D11DC47D52C091399677D5494440,Tract,362,47,36200,4736200,36,1400000US,36047036200,0.066
0106000020E61000000100000001030000000100000011000000734694F6067B52C05817B7D1005644405B381092057B52C055815A0C1E56444014A6EF35047B52C052EBFD463B56444030957EC2D97A52C0BF3DCF9F36564440C436A968AC7A52C008BABDA4315644406F1AA20A7F7A52C0F42D73BA2C56444022D5777E517A52C0549E40D8295644409348A297517A52C0EB4FE273275644405D2EE23B317A52C04CF4F92823564440B6EA3A54537A52C067B27F9E065644402E116F9D7F7A52C003FEF0F3DF55444093BF7B478D7A52C0C1F17C06D45544407815191D907A52C0CD37A27BD655444099ED0A7DB07A52C0546B6116DA554440A543A7E7DD7A52C069F7AB00DF554440A196E656087B52C02A29779FE3554440734694F6067B52C05817B7D100564440,Tract,363,47,36300,4736300,36,1400000US,36047036300,0.1
0106000020E6100000010000000103000000010000000F0000005565DF15C17D52C0E3417A8A1C4A44401DBFB7E9CF7D52C0E1546B61164A44401C8EAED2DD7D52C02057EA59104A4440E686A6ECF47D52C002ED0E29064A4440D362F030ED7D52C0AAEB504D494A44405701BEDBBC7D52C05E24B4E55C4A444013EB54F99E7D52C058501894694A44406D675F79907D52C05A3D27BD6F4A44408AC1C3B46F7D52C0714EECA17D4A4440EFBA7EC16E7D52C01931B3CF634A4440C06A2C616D7D52C02488BA0F404A444000F566D47C7D52C02F49658A394A444034255987A37D52C0FB868906294A444043459C4EB27D52C058A2B3CC224A44405565DF15C17D52C0E3417A8A1C4A4440,Tract,364,47,36400,4736400,36,1400000US,36047036400,0.055
0106000020E6100000010000000103000000010000000D0000006F1AA20A7F7A52C0F42D73BA2C56444040CA4FAA7D7A52C04FA04FE44956444024E5EE737C7A52C083E7A562635644401A9FC9FE797A52C028745E6397564440DEC4909C4C7A52C012E813799256444058BF99982E7A52C0DF0ED4298F564440F578211D1E7A52C0ECF0D7648D56444000D9EBDD1F7A52C0DCB3AED1725644404D2844C0217A52C0E85BE674595644407B7BD7A02F7A52C0F9928D075B564440004D840D4F7A52C09FDFF76F5E56444022D5777E517A52C0549E40D8295644406F1AA20A7F7A52C0F42D73BA2C564440,Tract,365.01,47,36501,4736501,36,1400000US,36047036501,0.049
0106000020E610000001000000010300000001000000100000009348A297517A52C0EB4FE2732756444022D5777E517A52C0549E40D829564440004D840D4F7A52C09FDFF76F5E5644407B7BD7A02F7A52C0F9928D075B5644404D2844C0217A52C0E85BE6745956444000D9EBDD1F7A52C0DCB3AED172564440F578211D1E7A52C0ECF0D7648D5644404CF2237EC57952C01C8CD8278056444097BF42E6CA7952C006CC43A67C5644403970CE88D27952C0099C6C037756444034785F950B7A52C04C7FF623455644408E48DBF8137A52C0CDA44DD53D56444098F221A81A7A52C0175586713756444010C2A38D237A52C05E7CD11E2F5644405D2EE23B317A52C04CF4F928235644409348A297517A52C0EB4FE27327564440,Tract,365.02,47,36502,4736502,36,1400000US,36047036502,0.047
