the_geom,lsad,name,county,tract,cnty_tract,state,geo_id,GISJOIN,censusarea
0106000020E6100000010000000103000000010000001C0000002329E961687752C0CFCFD4EB16694440AD80423D7D7752C0893386394169444041E73576897752C04E6F46CD576944409CB7B1D9917752C076EBFCDB656944400166BE839F7752C0E7305F5E80694440E53922DFA57752C08E368E588B694440DE14562AA87752C01302B9C491694440FAABC77DAB7752C0ED5BAD139769444006E92972887752C02FD0B52FA0694440EEFE78AF5A7752C0ABDA3521AD6944408405F7031E7752C04B530438BD6944407951BB5F057752C0EE37DA71C36944406A7F677BF47652C09250FA42C869444022658BA4DD7652C001F4FBFECD6944408C7C5EF1D47652C046382D78D169444025E4839ECD7652C0985E622CD36944407281CB63CD7652C0C94A9352D069444090B41B7DCC7652C0629813B4C96944402C23F59ECA7652C0BCFA78E8BB694440AA92C83EC87652C091331477BC69444000BD70E7C27652C0E519FB928D69444015F88A6EBD7652C0162AFF5A5E6944408A1A4CC3F07652C0E0FF8EA85069444061D520CCED7652C083F1D3B837694440E0CFF0660D7752C0282158552F69444006CDAE7B2B7752C0502FF83427694440874677103B7752C093BA641C236944402329E961687752C0CFCFD4EB16694440,Tract,42,5,4200,54200,36,1400000US,36005004200,0.187
0106000020E61000000100000001030000000100000010000000E43FA4DFBE7A52C0D85E0B7A6F6844407C3F355EBA7A52C05D5E807D74684440F4BA4560AC7A52C09F3028D36868444008D6389B8E7A52C070A609DB4F68444026309DD66D7A52C0C39272F7396844403D75AC527A7A52C0B0170AD80E684440B0D5E594807A52C008C1AA7AF9674440B4C2F4BD867A52C00162122EE4674440FE756EDA8C7A52C047A0C1A6CE674440B86E4A79AD7A52C013CD0358E4674440675BCD3AE37A52C0AA8E1CE90C6844402D02637D037B52C0E45E605628684440C96DFB1EF57A52C072A087DA366844409FA3552DE97A52C0DC3F16A24368444000FA7DFFE67A52C0C2AF58C345684440E43FA4DFBE7A52C0D85E0B7A6F684440,Tract,43,5,4300,54300,36,1400000US,36005004300,0.087
0106000020E610000001000000010300000001000000130000007951BB5F057752C0EE37DA71C36944408405F7031E7752C04B530438BD694440EEFE78AF5A7752C0ABDA3521AD69444006E92972887752C02FD0B52FA0694440FAABC77DAB7752C0ED5BAD1397694440FBE25295B67752C030B3CF639469444068BDDF68C77752C0FB71FBE5936944406181AFE8D67752C0A8B35A608F694440B5F5D37FD67752C0AF8D78B29B694440C4C4E6E3DA7752C01797AAB4C5694440E1DD91B1DA7752C00F5B7A34D5694440C726F911BF7752C0828769DFDC6944409230D3F6AF7752C08C9944BDE0694440A3A833F7907752C016EE5C18E96944407953910A637752C01BC87A6AF5694440FB89CA86357752C09FC37C79016A44400E5A0F5F267752C02CB4739A056A44401EA16648157752C0473140A2096A44407951BB5F057752C0EE37DA71C3694440,Tract,44,5,4400,54400,36,1400000US,36005004400,0.102
0106000020E61000000100000001030000000100000011000000AD80423D7D7752C089338639416944402329E961687752C0CFCFD4EB16694440BAE47FF2777752C060F8889812694440660B08AD877752C06394675E0E694440C985CABF967752C005280D350A694440A788D349B67752C0696803B00169444008302C7FBE7752C025F38FBE496944405E5D15A8C57752C0519CA38E8E69444068BDDF68C77752C0FB71FBE593694440FBE25295B67752C030B3CF6394694440FAABC77DAB7752C0ED5BAD1397694440DE14562AA87752C01302B9C491694440E53922DFA57752C08E368E588B6944400166BE839F7752C0E7305F5E806944409CB7B1D9917752C076EBFCDB6569444041E73576897752C04E6F46CD57694440AD80423D7D7752C08933863941694440,Tract,46,5,4600,54600,36,1400000US,36005004600,0.052
0106000020E6100000010000000103000000010000000E000000F2203D450E7852C094D5743DD169444087096AF8167852C06C1118EB1B6A4440D11A834E087852C0985DF756246A444026F4FA93F87752C0FFA7E2C62D6A44402686E464E27752C0B7E4B8533A6A4440E1DD91B1DA7752C00F5B7A34D5694440C4C4E6E3DA7752C01797AAB4C5694440B5F5D37FD67752C0AF8D78B29B6944406181AFE8D67752C0A8B35A608F694440CDBC1C76DF7752C0C243183F8D694440BDBC00FBE87752C01F5F420587694440796B60AB047852C0FE8CD2A57F6944405CF1D4230D7852C0ABAC6D8AC7694440F2203D450E7852C094D5743DD1694440,Tract,48,5,4800,54800,36,1400000US,36005004800,0.057
0106000020E6100000010000000103000000010000000D000000DFF25833327852C09AAA7B6473694440CB22145B417852C07E2DAF5C6F6944403B31EBC5507852C084527B116D694440FAE07CEA587852C06DD8B628B369444026F38FBE497852C02A4D4A41B76944402281069B3A7852C0E5C1DD59BB694440ED8AE07F2B7852C06047E350BF69444079A52C431C7852C0BEB33D7AC36944405CF1D4230D7852C0ABAC6D8AC7694440796B60AB047852C0FE8CD2A57F6944401ED5B0DF137852C01394A2957B6944403A8908FF227852C086A3AB7477694440DFF25833327852C09AAA7B6473694440,Tract,50.01,5,5001,55001,36,1400000US,36005005001,0.038
0106000020E6100000010000000103000000010000000E0000004B3448C1537852C028B000A60C6A4440DC257156447852C0F00698F90E6A4440F6CC9200357852C06DC0E787116A44400F74B4AA257852C02A69C537146A444087096AF8167852C06C1118EB1B6A4440F2203D450E7852C094D5743DD16944405CF1D4230D7852C0ABAC6D8AC769444079A52C431C7852C0BEB33D7AC3694440ED8AE07F2B7852C06047E350BF6944402281069B3A7852C0E5C1DD59BB69444026F38FBE497852C02A4D4A41B7694440FAE07CEA587852C06DD8B628B36944406111C30E637852C0DC7A4D0F0A6A44404B3448C1537852C028B000A60C6A4440,Tract,50.02,5,5002,55002,36,1400000US,36005005002,0.044
0106000020E6100000010000000103000000010000001D000000BC6DA6423C7B52C007A4C4AEED674440E9A694D74A7B52C0CDBC1C76DF674440D39B51F3557B52C0A7DC442DCD67444098F4F752787B52C06A020CCB9F674440A126FA7C947B52C06AF294D57467444078B0C56E9F7B52C0AA5CA8FC6B6744407D5358A9A07B52C0DFD1C6116B674440FE1A1021AE7B52C0AE6F2711E1674440F099EC9FA77B52C02EDB4E5B23684440F5083543AA7B52C0419770E82D6844400626378AAC7B52C0830B79043768444054116E32AA7B52C02807B309306844406D6AA0F99C7B52C0E32A16BF296844403B1059A4897B52C04BA3C9C518684440476AA164727B52C00C15E3FC4D684440F509A018597B52C028E8F692C6684440FB6F253B367B52C0F55965A6B4684440AA394030477B52C057DB148F8B684440CB2555DB4D7B52C075525F96766844404160E5D0227B52C003711E4E60684440A78AA9F4137B52C0B25A608F896844409EA696ADF57A52C0A92B9FE5796844402A634337FB7A52C05A2041F1636844409FA3552DE97A52C0DC3F16A243684440C96DFB1EF57A52C072A087DA366844402D02637D037B52C0E45E605628684440F0D24D62107B52C0502CB7B41A684440B20A9B012E7B52C096E5EB32FC674440BC6DA6423C7B52C007A4C4AEED674440,Tract,51,5,5100,55100,36,1400000US,36005005100,0.189
0106000020E6100000010000000103000000010000000A00000084A92D75907852C067B27F9E066A44401A3EE944827852C0AE928FDD056A44405FAC6F60727852C001B9C491076A44406111C30E637852C0DC7A4D0F0A6A4440FAE07CEA587852C06DD8B628B36944403B31EBC5507852C084527B116D694440C94BFE277F7852C0A93FC23060694440A3C519C39C7852C00AB08F4E5D6944401453E9279C7852C02E8507CDAE69444084A92D75907852C067B27F9E066A4440,Tract,52,5,5200,55200,36,1400000US,36005005200,0.07
0106000020E6100000010000000103000000010000000D000000B031AF230E7B52C0D376137CD36C44402F293E3E217B52C0F9D170CADC6C44405B3B5112127B52C079BC900E0F6D44408A852172FA7A52C0B6D09508546D44406A65C22FF57A52C05F8F8994666D4440C3CA68E4F37A52C05560C8EA566D4440B4DE6FB4E37A52C0B81B446B456D44403A8DB454DE7A52C002CC7C073F6D444029A4FCA4DA7A52C05EB35C363A6D4440D12EA699EE7A52C0D8C4C9FD0E6D44409D5BE84A047B52C07CE4D6A4DB6C4440484BE5ED087B52C0E74999D4D06C4440B031AF230E7B52C0D376137CD36C4440,Tract,53,5,5300,55300,36,1400000US,36005005300,0.026
0106000020E610000001000000010300000001000000140000002EDE8FDB2F7852C086A06AF46A6A444089743FA7207852C0139161156F6A4440B486527B117852C02F0E2E1D736A4440D11A834E087852C0985DF756246A444087096AF8167852C06C1118EB1B6A44400F74B4AA257852C02A69C537146A4440F6CC9200357852C06DC0E787116A4440DC257156447852C0F00698F90E6A44404B3448C1537852C028B000A60C6A44406111C30E637852C0DC7A4D0F0A6A44405FAC6F60727852C001B9C491076A44401A3EE944827852C0AE928FDD056A444084A92D75907852C067B27F9E066A44404829E8F6927852C0B4F7A92A346A4440A95FE97C787852C0F0BA7EC16E6A44404906802A6E7852C0824BC79C676A4440ABA7565F5D7852C08C40BCAE5F6A444036C2A2224E7852C00DB743C3626A4440325019FF3E7852C099A73AE4666A44402EDE8FDB2F7852C086A06AF46A6A4440,Tract,54,5,5400,55400,36,1400000US,36005005400,0.077
0106000020E6100000010000000103000000010000000E0000002EDE8FDB2F7852C086A06AF46A6A4440325019FF3E7852C099A73AE4666A444036C2A2224E7852C00DB743C3626A4440ABA7565F5D7852C08C40BCAE5F6A44404906802A6E7852C0824BC79C676A4440A95FE97C787852C0F0BA7EC16E6A44404C8237A4517852C0085053CBD66A4440523C2EAA457852C0AC7FD767CE6A4440E2C281902C7852C02697C62FBC6A4440AE1D8CD8277852C0415BCEA5B86A4440AA77B81D1A7852C08C5C37A5BC6A4440B486527B117852C02F0E2E1D736A444089743FA7207852C0139161156F6A44402EDE8FDB2F7852C086A06AF46A6A4440,Tract,56,5,5600,55600,36,1400000US,36005005600,0.053
0106000020E6100000010000000103000000010000000B000000C9C4AD82187B52C036AB3E575B694440531C075E2D7B52C0222A5437176944402DAD86C43D7B52C0A95D13D21A694440DD5339ED297B52C094D05D12676944404B6F7F2E1A7B52C07E26C286A76944408A8BA372137B52C09EAD8383BD6944401C0247020D7B52C08A48145AD669444046A98427F47A52C069BDDF68C7694440DEFC8689067B52C02E17F19D9869444084B4C6A0137B52C0AF19E0826C694440C9C4AD82187B52C036AB3E575B694440,Tract,59.02,5,5902,55902,36,1400000US,36005005902,0.027
0106000020E610000001000000010300000001000000160000004C8237A4517852C0085053CBD66A4440CEEB4FE2737852C026A3CA30EE6A4440F2734353767852C04E029B73F06A44407A0F971C777852C0A1ED98BA2B6B4440E7137992747852C0C93505323B6B44403C0AD7A3707852C0C7EA56CF496B444019170E84647852C061DA37F7576B4440CF46AE9B527852C02DFA0AD28C6B4440691327F73B7852C030FE7DC6856B4440D517096D397852C0FCBCA948856B4440D4AC33BE2F7852C04F4B732B846B444044813E91277852C026840EBA846B4440E783656CE87752C041B0AA5E7E6B444007CE1951DA7752C0126058FE7C6B4440ED3D5C72DC7752C0BA421F2C636B4440EBBB22F8DF7752C0D5851F9C4F6B44406C1805C1E37752C06108008E3D6B4440374888F2057852C07F96AE601B6B4440CB94D6DF127852C0AE95D05D126B4440BFE95DBC1F7852C0DEFC8689066B4440523C2EAA457852C0AC7FD767CE6A44404C8237A4517852C0085053CBD66A4440,Tract,60,5,6000,56000,36,1400000US,36005006000,0.126
0106000020E61000000100000001030000000100000011000000EDEBC039237B52C03A8DB454DE684440FB6F253B367B52C0F55965A6B4684440F509A018597B52C028E8F692C66844402DAD86C43D7B52C0A95D13D21A694440531C075E2D7B52C0222A543717694440C9C4AD82187B52C036AB3E575B69444084B4C6A0137B52C0AF19E0826C694440DEFC8689067B52C02E17F19D9869444046A98427F47A52C069BDDF68C76944407778CF81E57A52C0013FAA61BF694440DFED4108C87A52C0C436A968AC694440FBBB3E73D67A52C0BBE47FF2776944409DD0EB4FE27A52C0CB3FFA264D6944409864E42CEC7A52C044D26EF43169444034272F32017B52C0167C9A9317694440B165F9BA0C7B52C0374888F205694440EDEBC039237B52C03A8DB454DE684440,Tract,61,5,6100,56100,36,1400000US,36005006100,0.094
