GISJOIN,,YEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,Cnty_Trct,NAME,Total,OnlyEnglish,Spanish,French,FrenchCreole,Italian,Portuguese,German,Yiddish,OtherWestGermanic,Scandinavian,Greek,Russian,Polish,Serbo-Croatian,OtherSlavic,Armenian,Persian,Gujarati,Hindi,Urdu,OtherIndic,OtherIndo-European,Chinese,Japanese,Korean,Mon-Khmer,Hmong,Thai,Laotian,Vietnamese,OtherAsian,Tagalog,OtherPacificIsland,Navajo,OtherNorthAmericanIndian,Hungarian,Arabic,Hebrew,AfricanLanguages,OtherUnspecified
3.60005E+12,,2010-2014,New York,36,Bronx County,5,100,5100,"Census Tract 1, Bronx County, New York",8430,0.659,0.308,0,0.008,0.002,0.001,0,0,0,0,0,0.005,0.001,0,0,0,0,0,0,0,0.002,0.004,0.004,0,0.002,0,0,0.002,0,0,0,0,0,0,0,0,0.003,0,0.001,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,200,5200,"Census Tract 2, Bronx County, New York",4854,0.367,0.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.034,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,400,5400,"Census Tract 4, Bronx County, New York",5289,0.473,0.502,0.018,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,1600,51600,"Census Tract 16, Bronx County, New York",4963,0.402,0.551,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,1900,51900,"Census Tract 19, Bronx County, New York",2392,0.37,0.545,0.024,0.014,0,0,0.004,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0.026,0,0,0.015,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,2000,52000,"Census Tract 20, Bronx County, New York",8387,0.49,0.49,0.005,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.003,0,0.005,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,2300,52300,"Census Tract 23, Bronx County, New York",4450,0.37,0.606,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,2500,52500,"Census Tract 25, Bronx County, New York",4684,0.275,0.673,0.003,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.008,0.001,0,0,0,0,0,0,0.001,0.002
3.60005E+12,,2010-2014,New York,36,Bronx County,5,2701,52701,"Census Tract 27.01, Bronx County, New York",2927,0.332,0.572,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0.015
3.60005E+12,,2010-2014,New York,36,Bronx County,5,2702,52702,"Census Tract 27.02, Bronx County, New York",4380,0.383,0.591,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.021
3.60005E+12,,2010-2014,New York,36,Bronx County,5,2800,52800,"Census Tract 28, Bronx County, New York",5442,0.711,0.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0.053,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,3100,53100,"Census Tract 31, Bronx County, New York",1428,0.182,0.682,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0.057,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,3300,53300,"Census Tract 33, Bronx County, New York",3543,0.36,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,3500,53500,"Census Tract 35, Bronx County, New York",3411,0.291,0.649,0.011,0.002,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,3700,53700,"Census Tract 37, Bronx County, New York",181,0.381,0.464,0,0,0,0,0,0.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,3800,53800,"Census Tract 38, Bronx County, New York",1176,0.522,0.379,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,3900,53900,"Census Tract 39, Bronx County, New York",5680,0.242,0.731,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0.004,0.016
3.60005E+12,,2010-2014,New York,36,Bronx County,5,4001,54001,"Census Tract 40, Bronx County, New York",1445,0.388,0.217,0,0,0.009,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0.131,0,0.089,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,4100,54100,"Census Tract 41, Bronx County, New York",5975,0.43,0.561,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,4200,54200,"Census Tract 42, Bronx County, New York",7166,0.617,0.355,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,4300,54300,"Census Tract 43, Bronx County, New York",5149,0.33,0.649,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,4400,54400,"Census Tract 44, Bronx County, New York",4503,0.511,0.464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,4600,54600,"Census Tract 46, Bronx County, New York",1544,0.463,0.532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,4800,54800,"Census Tract 48, Bronx County, New York",3622,0.271,0.662,0,0.004,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.011,0.001,0,0,0,0,0,0.005,0,0.023,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,5001,55001,"Census Tract 50.01, Bronx County, New York",4670,0.414,0.535,0.013,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,5002,55002,"Census Tract 50.02, Bronx County, New York",5315,0.21,0.708,0.014,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0.019,0,0.018,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,5100,55100,"Census Tract 51, Bronx County, New York",5294,0.438,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,5200,55200,"Census Tract 52, Bronx County, New York",2004,0.33,0.648,0.002,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,5300,55300,"Census Tract 53, Bronx County, New York",2912,0.619,0.343,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,5400,55400,"Census Tract 54, Bronx County, New York",5855,0.299,0.642,0.043,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.002
3.60005E+12,,2010-2014,New York,36,Bronx County,5,5600,55600,"Census Tract 56, Bronx County, New York",2124,0.385,0.58,0.008,0.014,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,5902,55902,"Census Tract 59.02, Bronx County, New York",2638,0.318,0.665,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.004,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,6000,56000,"Census Tract 60, Bronx County, New York",1103,0.332,0.618,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.024,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,6100,56100,"Census Tract 61, Bronx County, New York",3804,0.82,0.12,0,0.008,0,0,0,0,0.004,0,0.005,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,6200,56200,"Census Tract 62, Bronx County, New York",7089,0.348,0.626,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,6300,56300,"Census Tract 63, Bronx County, New York",4306,0.3,0.573,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0,0.058,0,0,0,0,0,0,0,0,0.005,0.004,0,0,0,0.002,0,0.017,0.003
3.60005E+12,,2010-2014,New York,36,Bronx County,5,6400,56400,"Census Tract 64, Bronx County, New York",3174,0.425,0.49,0.006,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,6500,56500,"Census Tract 65, Bronx County, New York",5347,0.339,0.548,0.012,0.001,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0.001,0,0,0,0,0,0,0.003,0,0,0,0,0.045,0,0.045,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,6700,56700,"Census Tract 67, Bronx County, New York",7057,0.231,0.658,0.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,6800,56800,"Census Tract 68, Bronx County, New York",2744,0.401,0.508,0.01,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,6900,56900,"Census Tract 69, Bronx County, New York",6736,0.321,0.55,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.001,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0.101,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,7000,57000,"Census Tract 70, Bronx County, New York",4219,0.371,0.555,0.031,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,7100,57100,"Census Tract 71, Bronx County, New York",2171,0.419,0.545,0.012,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,7200,57200,"Census Tract 72, Bronx County, New York",5394,0.286,0.491,0,0.002,0.002,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0.005,0.001,0.161,0,0.008,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0.034,0,0.001,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,7300,57300,"Census Tract 73, Bronx County, New York",3418,0.321,0.6,0.023,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,7400,57400,"Census Tract 74, Bronx County, New York",3575,0.447,0.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0.015,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,7500,57500,"Census Tract 75, Bronx County, New York",4494,0.381,0.592,0.011,0.002,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,7600,57600,"Census Tract 76, Bronx County, New York",5214,0.323,0.604,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0.009,0.014
3.60005E+12,,2010-2014,New York,36,Bronx County,5,7700,57700,"Census Tract 77, Bronx County, New York",1749,0.322,0.634,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018
3.60005E+12,,2010-2014,New York,36,Bronx County,5,7800,57800,"Census Tract 78, Bronx County, New York",6180,0.341,0.506,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.035,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.033,0,0.029,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,7900,57900,"Census Tract 79, Bronx County, New York",5319,0.303,0.676,0.004,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015
3.60005E+12,,2010-2014,New York,36,Bronx County,5,8300,58300,"Census Tract 83, Bronx County, New York",5472,0.2,0.717,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0.012,0.005
3.60005E+12,,2010-2014,New York,36,Bronx County,5,8400,58400,"Census Tract 84, Bronx County, New York",2260,0.412,0.524,0.015,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0.009
3.60005E+12,,2010-2014,New York,36,Bronx County,5,8500,58500,"Census Tract 85, Bronx County, New York",5785,0.193,0.735,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0.054,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,8600,58600,"Census Tract 86, Bronx County, New York",3754,0.448,0.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0,0,0,0,0,0,0,0,0,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,8700,58700,"Census Tract 87, Bronx County, New York",6008,0.275,0.707,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,8900,58900,"Census Tract 89, Bronx County, New York",3245,0.307,0.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,9000,59000,"Census Tract 90, Bronx County, New York",3637,0.426,0.549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0.009,0.003,0,0,0,0,0,0,0,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,9200,59200,"Census Tract 92, Bronx County, New York",4922,0.289,0.537,0.003,0.002,0.005,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0.045,0,0,0,0,0,0,0,0.003,0.007,0,0,0,0,0.005,0,0.012,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,9300,59300,"Census Tract 93, Bronx County, New York",5885,0.307,0.616,0.039,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,9600,59600,"Census Tract 96, Bronx County, New York",2332,0.311,0.472,0,0.024,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159,0.009,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.006,0,0.006,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,9800,59800,"Census Tract 98, Bronx County, New York",4618,0.452,0.487,0.006,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.008,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,11000,511000,"Census Tract 110, Bronx County, New York",205,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,11502,511502,"Census Tract 115.02, Bronx County, New York",4035,0.323,0.618,0.016,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0.025,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,11700,511700,"Census Tract 117, Bronx County, New York",1444,0.431,0.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,11800,511800,"Census Tract 118, Bronx County, New York",5137,0.777,0.106,0.011,0.002,0.035,0,0.007,0,0,0.003,0.009,0,0,0,0,0,0,0,0,0,0.002,0.007,0.006,0,0.007,0,0,0.008,0,0,0.003,0.015,0,0,0,0,0,0.004,0,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,11900,511900,"Census Tract 119, Bronx County, New York",4969,0.325,0.624,0.015,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0.028,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,12101,512101,"Census Tract 121.01, Bronx County, New York",2877,0.208,0.683,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,12102,512102,"Census Tract 121.02, Bronx County, New York",1336,0.259,0.741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,12300,512300,"Census Tract 123, Bronx County, New York",3652,0.377,0.577,0.002,0.009,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,12500,512500,"Census Tract 125, Bronx County, New York",3617,0.392,0.537,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,12701,512701,"Census Tract 127.01, Bronx County, New York",1956,0.286,0.666,0,0,0.003,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,12901,512901,"Census Tract 129.01, Bronx County, New York",3439,0.427,0.479,0.029,0.001,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0.017,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0.031,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,13000,513000,"Census Tract 130, Bronx County, New York",1308,0.692,0.259,0,0,0.038,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,13100,513100,"Census Tract 131, Bronx County, New York",4496,0.34,0.591,0.018,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,13200,513200,"Census Tract 132, Bronx County, New York",6872,0.492,0.406,0,0,0.009,0,0.002,0,0.005,0,0.012,0,0,0,0,0,0,0,0,0.034,0.01,0.007,0.011,0,0,0,0,0,0,0,0.008,0.002,0,0,0,0,0,0,0,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,13300,513300,"Census Tract 133, Bronx County, New York",6531,0.367,0.58,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,13500,513500,"Census Tract 135, Bronx County, New York",3685,0.323,0.618,0.028,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0.003
3.60005E+12,,2010-2014,New York,36,Bronx County,5,13800,513800,"Census Tract 138, Bronx County, New York",3005,0.705,0.147,0,0,0.032,0,0.003,0,0.003,0,0,0,0,0.01,0.015,0,0,0,0,0,0,0.052,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0.003
3.60005E+12,,2010-2014,New York,36,Bronx County,5,14100,514100,"Census Tract 141, Bronx County, New York",4202,0.333,0.553,0.025,0.002,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,14300,514300,"Census Tract 143, Bronx County, New York",869,0.357,0.404,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,14400,514400,"Census Tract 144, Bronx County, New York",5590,0.504,0.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,14500,514500,"Census Tract 145, Bronx County, New York",6076,0.495,0.435,0.027,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0.003
3.60005E+12,,2010-2014,New York,36,Bronx County,5,14701,514701,"Census Tract 147.01, Bronx County, New York",6576,0.463,0.497,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,14702,514702,"Census Tract 147.02, Bronx County, New York",4503,0.384,0.465,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,14900,514900,"Census Tract 149, Bronx County, New York",3997,0.371,0.516,0.004,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,15100,515100,"Census Tract 151, Bronx County, New York",5225,0.304,0.545,0.027,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.07,0.014
3.60005E+12,,2010-2014,New York,36,Bronx County,5,15200,515200,"Census Tract 152, Bronx County, New York",2758,0.42,0.417,0,0,0.048,0.005,0.003,0,0,0,0,0.016,0.002,0,0.002,0,0,0,0,0,0.032,0,0.007,0,0,0,0,0,0,0,0,0.029,0,0,0.002,0,0.001,0,0.018,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,15300,515300,"Census Tract 153, Bronx County, New York",3991,0.432,0.454,0.051,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0.007,0,0,0,0,0,0,0,0,0.005,0,0.042,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,15500,515500,"Census Tract 155, Bronx County, New York",2761,0.294,0.637,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0.017,0.02
3.60005E+12,,2010-2014,New York,36,Bronx County,5,15700,515700,"Census Tract 157, Bronx County, New York",3305,0.393,0.502,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0.078,0
3.60005E+12,,2010-2014,New York,36,Bronx County,5,15800,515800,"Census Tract 158, Bronx County, New York",1133,0.561,0.298,0,0,0.049,0,0,0,0,0,0.053,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0.007,0
